Historiography,https://en.wikipedia.org/wiki/Historiography_of_science,"The founding figure of the discipline in the United States be George Sarton, later the found editor of the journal Isis. Sarton and his family flee Belgium after the German invasion in World War I, and after a brief stay in England, he arrive in the United States penniless and unemployed. Sarton begin lecture part-time at several academic institutions, and in 1916 begin a two-year appointment at Harvard University. When his appointment do not look like it would be renew, he appeal to Robert S. Woodward, president of the Carnegie Institution of Washington, for patronage. Woodward give Sarton a two-year position and in 1920 extend it to a permanent tenured appointment as a Research Associate in the Institution's Department of History.",0
Economics,https://en.wikipedia.org/wiki/History_of_economic_thought,"Similarly disenchanted with regulation on trade inspired by mercantilism, a Frenchman named Vincent de Gournay (1712–1759) is reputed to have asked why it was so hard to laissez faire (""let it be""), laissez passer (""let it pass""), advocating free enterprise and free trade. He was one of the early Physiocrats, a Greek word meaning ""Government of nature"", who held that agriculture was the source of wealth. As historian David B. Danbom wrote, the Physiocrats ""damned cities for their artificiality and praised more natural styles of living. They celebrated farmers.""[29] Over the end of the seventeenth and beginning of the eighteenth century big advances in natural science and anatomy included discovery of blood circulation through the human body. This concept was mirrored in the physiocrats' economic theory, with the notion of a circular flow of income throughout the economy.",1
Ancient history,https://en.wikipedia.org/wiki/Ancient_history,"Ancient Greece is the period in Greek history lasting for close to a millennium, until the rise of Christianity. It is considered by most historians to be the foundational culture of Western Civilization. Greek culture was a powerful influence in the Roman Empire, which carried a version of it to many parts of Europe.",1
Theatre,https://en.wikipedia.org/wiki/History_of_theatre,"Following the expansion of the Roman Republic (509–27 BC) into several Greek territories between 270–240 BC, Rome encountered Greek drama.[21] From the later years of the republic and by means of the Roman Empire (27 BC-476 AD), theatre spread west across Europe, around the Mediterranean and reached England; Roman theatre was more varied, extensive and sophisticated than that of any culture before it.[22] While Greek drama continued to be performed throughout the Roman period, the year 240 BC marks the beginning of regular Roman drama.[23] From the beginning of the empire, however, interest in full-length drama declined in favour of a broader variety of theatrical entertainments.[24]",1
Physics,https://en.wikipedia.org/wiki/History_of_physics,"While it be recognize early in the 18th century that find absolute theories of electrostatic and magnetic force akin to Newton's principles of motion would be an important achievement, none be forthcoming. This impossibility only slowly disappear as experimental practice become more widespread and more refine in the early years of the 19th century in places such as the newly establish Royal Institution in London. Meanwhile, the analytical methods of rational mechanics begin to be apply to experimental phenomena, most influentially with the French mathematician Joseph Fourier's analytical treatment of the flow of heat, as publish in 1822.[ 30][ 31][ 32] Joseph Priestley propose an electrical inverse-square law in 1767, and Charles-Augustin de Coulomb introduce the inverse-square law of electrostatics in 1798.",0
Middle Ages,https://en.wikipedia.org/wiki/Middle_Ages,"Strong, royalty-based nation states rise throughout Europe in the Late Middle Ages, particularly in England, France, and the Christian kingdoms of the Iberian Peninsula: Aragon, Castile, and Portugal. The long conflicts of the period strengthen royal control over their kingdoms and be extremely hard on the peasantry. Kings profit from warfare that extend royal legislation and increase the lands they directly control.[ 272] Paying for the wars require that methods of taxation become more effective and efficient, and the rate of taxation often increase.[ 273] The requirement to obtain the consent of taxpayers allow representative bodies such as the English Parliament and the French Estates General to gain power and authority.[ 274]",0
Painting,https://en.wikipedia.org/wiki/History_of_painting,"African traditional culture and tribes do not seem to have great interest in two-dimensional representations in favour of sculpture and relief. However, decorative painting in African culture be often abstract and geometrical. Another pictorial manifestation be body painting, and face painting present for example in Maasai and Kĩkũyũ culture in their ceremony rituals. Ceremonial cave paint in certain villages can be find to be still in use. Note that Pablo Picasso and other modern artists be influence by African sculpture and masks in their varied styles. Contemporary African artists follow western art movements and their paintings have little difference from occidental art works.",0
In the Middle Ages,https://en.wikipedia.org/wiki/Science_in_the_Middle_Ages,"The renewal of learn in Europe, that begin with 12th century Scholasticism, come to an end about the time of the Black Death, and the initial period of the subsequent Italian Renaissance be sometimes see as a lull in scientific activity. The Northern Renaissance, on the other hand, show a decisive shift in focus from Aristoteleian natural philosophy to chemistry and the biological sciences( botany, anatomy, and medicine).[ 99] Thus modern science in Europe be resume in a period of great upheaval: the Protestant Reformation and Catholic Counter-Reformation; the discovery of the Americas by Christopher Columbus; the Fall of Constantinople; but also the re-discovery of Aristotle during the Scholastic period presage large social and political changes. Thus, a suitable environment be create in which it become possible to question scientific doctrine, in much the same way that Martin Luther and John Calvin question religious doctrine. The works of Ptolemy( astronomy) and Galen( medicine) be find not always to match everyday observations. Work by Vesalius on human cadavers find problems with the Galenic view of anatomy.[ 100]",0
Scientific method,https://en.wikipedia.org/wiki/History_of_scientific_method,"Ibn al-Haytham also employed scientific skepticism and emphasized the role of empiricism. He also explained the role of induction in syllogism, and criticized Aristotle for his lack of contribution to the method of induction, which Ibn al-Haytham regarded as superior to syllogism, and he considered induction to be the basic requirement for true scientific research.[33]",1
Anthropology,https://en.wikipedia.org/wiki/History_of_anthropology,"Another candidate for one of the first scholars to carry out comparative ethnographic-type studies in person was the medieval Persian scholar Abū Rayhān Bīrūnī in the eleventh century, who wrote about the peoples, customs, and religions of the Indian subcontinent. According to Akbar S. Ahmed, like modern anthropologists, he engaged in extensive participant observation with a given group of people, learnt their language and studied their primary texts, and presented his findings with objectivity and neutrality using cross-cultural comparisons.[25] Others argue, however, that he hardly can be considered an anthropologist in the conventional sense.[26] He wrote detailed comparative studies on the religions and cultures in the Middle East, Mediterranean, and especially South Asia.[27][28] Biruni's tradition of comparative cross-cultural study continued in the Muslim world through to Ibn Khaldun's work in the fourteenth century.[25][29]",1
Middle Ages,https://en.wikipedia.org/wiki/Middle_Ages,"The large external sculptural schemes of Early Gothic churches gave way to more sculpture inside the building, as tombs became more elaborate and other features such as pulpits were sometimes lavishly carved, as in the Pulpit by Giovanni Pisano in Sant'Andrea. Painted or carved wooden relief altarpieces became common, especially as churches created many side-chapels. Early Netherlandish painting by artists such as Jan van Eyck (d. 1441) and Rogier van der Weyden (d. 1464) rivalled that of Italy, as did northern illuminated manuscripts, which in the 15th century began to be collected on a large scale by secular elites, who also commissioned secular books, especially histories. From about 1450 printed books rapidly became popular, though still expensive. There were around 30,000 different editions of incunabula, or works printed before 1500,[324] by which time illuminated manuscripts were commissioned only by royalty and a few others. Very small woodcuts, nearly all religious, were affordable even by peasants in parts of Northern Europe from the middle of the 15th century. More expensive engravings supplied a wealthier market with a variety of images.[325]",1
Middle Ages,https://en.wikipedia.org/wiki/Middle_Ages,"One of the major developments in the military sphere during the Late Middle Ages was the increased use of infantry and light cavalry.[311] The English also employed longbowmen, but other countries were unable to create similar forces with the same success.[312] Armour continued to advance, spurred by the increasing power of crossbows, and plate armour was developed to protect soldiers from crossbows as well as the hand-held guns that were developed.[313] Pole arms reached new prominence with the development of the Flemish and Swiss infantry armed with pikes and other long spears.[314]",1
Historiography,https://en.wikipedia.org/wiki/Historiography_of_science,"In practice, the line between internalism and externalism can be incredibly fuzzy. Few historians then, or now, would insist that either of these approaches in their extremes paint a wholly complete picture, nor would it necessarily be possible to practice one fully over the other. However, at their heart they contain a basic question about the nature of science: what be the relationship between the producers and consumers of scientific knowledge? The answer to this question must, in some form, inform the method in which the history of science and technology be conduct; conversely, how the history of science and technology be conduct, and what it conclude, can inform the answer to the question. The question itself contain an entire host of philosophical questions: what be the nature of scientific truth? What do objectivity mean in a scientific context? How do change in scientific theories occur?",0
Medicine,https://en.wikipedia.org/wiki/History_of_medicine,"Japanese physicians immediately recognize the values of X-Rays. They be able to purchase the equipment locally from the Shimadzu Company, which develop, manufacture, market, and distribute X-Ray machines after 1900.[ 126] Japan not only adopted German methods of public health in the home islands, but implement them in its colonies, especially Korea and Taiwan, and after 1931 in Manchuria.[ 127] A heavy investment in sanitation result in a dramatic increase of life expectancy.[ 128]",0
Film,https://en.wikipedia.org/wiki/History_of_film,"The onset of US involvement in World War II also brought a proliferation of films as both patriotism and propaganda. American propaganda films included Desperate Journey, Mrs. Miniver, Forever and a Day and Objective Burma. Notable American films from the war years include the anti-Nazi Watch on the Rhine (1943), scripted by Dashiell Hammett; Shadow of a Doubt (1943), Hitchcock's direction of a script by Thornton Wilder; the George M. Cohan biopic, Yankee Doodle Dandy (1942), starring James Cagney, and the immensely popular Casablanca, with Humphrey Bogart. Bogart would star in 36 films between 1934 and 1942 including John Huston's The Maltese Falcon (1941), one of the first films now considered a classic film noir. In 1941, RKO Pictures released Citizen Kane made by Orson Welles. It is often considered the greatest film of all time. It would set the stage for the modern motion picture, as it revolutionized film story telling.",1
Electrical engineering,https://en.wikipedia.org/wiki/History_of_electrical_engineering,"During the development of radio, many scientists and inventors contribute to radio technology and electronics. In his classic UHF experiments of 1888, Heinrich Hertz demonstrate the existence of electromagnetic waves( radio waves) lead many inventors and scientists to try to adapt them to commercial applications, such as Guglielmo Marconi( 1895) and Alexander Popov( 1896).",0
Age of Discovery,https://en.wikipedia.org/wiki/Age_of_Discovery,"Dutch and British interest fed on new information led to a movement of commercial expansion, and the foundation of English (1600), and Dutch (1602) chartered companies. Dutch, French, and English sent ships which flouted the Portuguese monopoly, concentrated mostly on the coastal areas, which proved unable defend such a vast and dispersed venture.[118]",1
Computing,https://en.wikipedia.org/wiki/History_of_computing,"Several examples of analog computation survive into recent times. A planimeter be a device which do integrals, use distance as the analog quantity. Until the 1980s, HVAC systems use air both as the analog quantity and the controlling element. Unlike modern digital computers, analog computers be not very flexible, and need to be reconfigured( i.e., reprogrammed) manually to switch them from work on one problem to another. Analog computers have an advantage over early digital computers in that they could be use to solve complex problems use behavioral analogues while the earliest attempts at digital computers be quite limited.",0
Africa,https://en.wikipedia.org/wiki/History_of_Africa,"In 1948 the apartheid laws be start in South Africa by the dominant National Party. These be largely a continuation of exist policies; the difference be the policy of `` separate development''( Apartheid). Where previous policies have only be disparate efforts to economically exploit the African majority, Apartheid represent an entire philosophy of separate racial goals, lead to both the divisive laws of'petty apartheid,' and the grander scheme of African homelands.[ 232]",0
Renaissance,https://en.wikipedia.org/wiki/Renaissance,"In England, the sixteenth century mark the beginning of the English Renaissance with the work of writers William Shakespeare, Christopher Marlowe, Edmund Spenser, Sir Thomas More, Francis Bacon, Sir Philip Sidney, as well as great artists, architects( such as Inigo Jones who introduce Italianate architecture to England), and composers such as Thomas Tallis, John Taverner, and William Byrd.",0
Agriculture,https://en.wikipedia.org/wiki/History_of_agriculture,"Asian rice be domesticate 8,200–13,500 years ago in China, with a single genetic origin from the wild rice Oryza rufipogon,[ 56] in the Pearl River valley region of China. Rice cultivation then spread to South and Southeast Asia.[ 57]",0
Film,https://en.wikipedia.org/wiki/History_of_film,"In the early 20th century, before Hollywood, the motion picture industry was based in Fort Lee, New Jersey across the Hudson River from New York City.[25][26][27] In need of a winter headquarters, moviemakers were attracted to Jacksonville, Florida due to its warm climate, exotic locations, excellent rail access, and cheaper labor, earning the city the title of ""The Winter Film Capital of the World."" New York-based Kalem Studios was the first to open a permanent studio in Jacksonville in 1908. Over the course of the next decade, more than 30 silent film companies established studios in town, including Metro Pictures (later MGM), Edison Studios, Majestic Films, King Bee Film Company, Vim Comedy Company, Norman Studios, Gaumont Studios and the Lubin Manufacturing Company. Comedic actor and Georgia native Oliver ""Babe"" Hardy began his motion picture career here in 1914. He starred in over 36 short silent films his first year acting. With the closing of Lubin in early 1915, Oliver moved to New York then New Jersey to find film jobs. Acquiring a job with the Vim Company in early 1915, he returned to Jacksonville in the spring of 1917 before relocating to Los Angeles in October 1917. The first motion picture made in Technicolor and the first feature-length color movie produced in the United States, The Gulf Between, was also filmed on location in Jacksonville in 1917.",1
Ancient Rome,https://en.wikipedia.org/wiki/Ancient_Rome,"As compare with a trireme, the quinquereme permit the use of a mix of experienced and inexperienced crewmen( an advantage for a primarily land-based power), and its lesser maneuverability permit the Romans to adopt and perfect board tactics use a troop of about 40 marines in lieu of the ram. Ships be command by a navarch, a rank equal to a centurion, who be usually not a citizen. Potter suggest that because the fleet be dominate by non-Romans, the navy be consider non-Roman and allow to atrophy in times of peace.[ 200]",0
Physics,https://en.wikipedia.org/wiki/History_of_physics,"Newton be able to refute the Cartesian mechanical tradition that all motions should be explain with respect to the immediate force exert by corpuscles. Using his three laws of motion and law of universal gravitation, Newton remove the idea that object follow paths determine by natural shapes and instead demonstrate that not only regularly observed paths, but all the future motions of any body could be deduce mathematically base on knowledge of their existing motion, their mass, and the forces act upon them. However, observed celestial motions do not precisely conform to a Newtonian treatment, and Newton, who be also deeply interested in theology, imagine that God intervene to ensure the continued stability of the solar system.",0
Ancient Rome,https://en.wikipedia.org/wiki/Ancient_Rome,"The class struggle of the Roman Republic result in an unusual mixture of democracy and oligarchy. The word republic come from the Latin res publica, which literally translate to `` public business''. Roman laws traditionally could only be pass by a vote of the Popular assembly( Comitia Tributa). Likewise, candidates for public positions have to run for election by the people. However, the Roman Senate represent an oligarchic institution, which act as an advisory body.",0
History of India,https://en.wikipedia.org/wiki/History_of_India,"The Marxists have focused on studies of economic development, landownership, and class conflict in precolonial India and of deindustrialisation during the colonial period. The Marxists portrayed Gandhi's movement as a device of the bourgeois elite to harness popular, potentially revolutionary forces for its own ends. Again, the Marxists are accused of being ""too much"" ideologically influenced.[387]",1
Mathematics,https://en.wikipedia.org/wiki/History_of_mathematics,"The development and continual improvement of computers, at first mechanical analog machines and then digital electronic machines, allowed industry to deal with larger and larger amounts of data to facilitate mass production and distribution and communication, and new areas of mathematics were developed to deal with this: Alan Turing's computability theory; complexity theory; Derrick Henry Lehmer's use of ENIAC to further number theory and the Lucas-Lehmer test; Claude Shannon's information theory; signal processing; data analysis; optimization and other areas of operations research. In the preceding centuries much mathematical focus was on calculus and continuous functions, but the rise of computing and communication networks led to an increasing importance of discrete concepts and the expansion of combinatorics including graph theory. The speed and data processing abilities of computers also enabled the handling of mathematical problems that were too time-consuming to deal with by pencil and paper calculations, leading to areas such as numerical analysis and symbolic computation. Some of the most important methods and algorithms of the 20th century are: the simplex algorithm, the Fast Fourier Transform, error-correcting codes, the Kalman filter from control theory and the RSA algorithm of public-key cryptography.",1
Chemistry,https://en.wikipedia.org/wiki/History_of_chemistry,"Another point of contention had been the formulas for compounds of the alkali metals (such as sodium) and the alkaline earth metals (such as calcium), which, in view of their striking chemical analogies, most chemists had wanted to assign to the same formula type. Cannizzaro argued that placing these metals in different categories had the beneficial result of eliminating certain anomalies when using their physical properties to deduce atomic weights. Unfortunately, Cannizzaro's pamphlet was published initially only in Italian and had little immediate impact. The real breakthrough came with an international chemical congress held in the German town of Karlsruhe in September 1860, at which most of the leading European chemists were present. The Karlsruhe Congress had been arranged by Kekulé, Wurtz, and a few others who shared Cannizzaro's sense of the direction chemistry should go. Speaking in French (as everyone there did), Cannizzaro's eloquence and logic made an indelible impression on the assembled body. Moreover, his friend Angelo Pavesi distributed Cannizzaro's pamphlet to attendees at the end of the meeting; more than one chemist later wrote of the decisive impression the reading of this document provided. For instance, Lothar Meyer later wrote that on reading Cannizzaro's paper, ""The scales seemed to fall from my eyes.""[78] Cannizzaro thus played a crucial role in winning the battle for reform. The system advocated by him, and soon thereafter adopted by most leading chemists, is substantially identical to what is still used today.",1
History of China,https://en.wikipedia.org/wiki/History_of_China,"The king of Zhou at this time invoke the concept of the Mandate of Heaven to legitimize his rule, a concept that would be influential for almost every succeeding dynasty.[ citation need] Like Shangdi, Heaven( tian) rule over all the other gods, and it decide who would rule China. It be believe that a ruler have lose the Mandate of Heaven when natural disasters occur in great number, and when, more realistically, the sovereign have apparently lose his concern for the people. In response, the royal house would be overthrow, and a new house would rule, have be grant the Mandate of Heaven.",0
History of India,https://en.wikipedia.org/wiki/History_of_India,"The Vedic period be name after the Indo-Aryan culture of north-west India, although other parts of India have a distinct cultural identity during this period. The Vedic culture be describe in the texts of Vedas, still sacred to Hindus, which be orally compose in Vedic Sanskrit. The Vedas be some of the oldest extant texts in India.[ 74] The Vedic period, last from about 1750 to 500 BCE,[ 75][ 76] contribute the foundations of several cultural aspects of the Indian subcontinent. In terms of culture, many regions of the subcontinent transition from the Chalcolithic to the Iron Age in this period.[ 77]",0
Biology,https://en.wikipedia.org/wiki/History_of_biology,"The ancient Indian Ayurveda tradition independently developed the concept of three humours, resembling that of the four humours of ancient Greek medicine, though the Ayurvedic system included further complications, such as the body being composed of five elements and seven basic tissues. Ayurvedic writers also classified living things into four categories based on the method of birth (from the womb, eggs, heat & moisture, and seeds) and explained the conception of a fetus in detail. They also made considerable advances in the field of surgery, often without the use of human dissection or animal vivisection.[10] One of the earliest Ayurvedic treatises was the Sushruta Samhita, attributed to Sushruta in the 6th century BCE. It was also an early materia medica, describing 700 medicinal plants, 64 preparations from mineral sources, and 57 preparations based on animal sources.[11]",1
History of the Middle East,https://en.wikipedia.org/wiki/History_of_the_Middle_East,"The fall of the Soviet Union and the collapse of communism in the early 1990s have several consequences for the Middle East. It allow large numbers of Soviet Jews to emigrate from Russia and Ukraine to Israel, further strengthen the Jewish state. It cut off the easiest source of credit, armaments and diplomatic support to the anti-western Arab regimes, weaken their position. It open up the prospect of cheap oil from Russia, drive down the price of oil and reduce the west's dependence on oil from the Arab states. It discredit the model of development through authoritarian state socialism, which Egypt( under Nasser), Algeria, Syria and Iraq have follow since the 1960s, leave these regimes politically and economically strand. Rulers such as Saddam Hussein in Iraq increasingly turn to Arab nationalism as a substitute for socialism.",0
Age of Enlightenment,https://en.wikipedia.org/wiki/Age_of_Enlightenment,"The term `` Republic of Letters'' be coin by Pierre Bayle in 1664, in his journal Nouvelles de la Republique des Lettres. Towards the end of the 18th century, the editor of Histoire de la République des Lettres en France, a literary survey, describe the Republic of Letters as be:",0
Painting,https://en.wikipedia.org/wiki/History_of_painting,"The rise of Christianity imparted a different spirit and aim to painting styles. Byzantine art, once its style was established by the 6th century, placed great emphasis on retaining traditional iconography and style, and has changed relatively little through the thousand years of the Byzantine Empire and the continuing traditions of Greek and Russian Orthodox icon-painting. Byzantine painting has a particularly hieratic feeling and icons were and still are seen as a reflection of the divine. There were also many wall-paintings in fresco, but fewer of these have survived than Byzantine mosaics. In general Byzantium art borders on abstraction, in its flatness and highly stylised depictions of figures and landscape. However, there are periods, especially in the so-called Macedonian art of around the 10th century, when Byzantine art became more flexible in approach.",1
Painting,https://en.wikipedia.org/wiki/History_of_painting,Indian paintings historically revolve around the religious deities and kings. Indian art be a collective term for several different schools of art that exist in the Indian subcontinent. The paintings vary from large frescoes of Ajanta to the intricate Mughal miniature paintings to the metal embellish works from the Tanjore school. The paintings from the Gandhar–Taxila be influence by the Persian work in the west. The eastern style of painting be mostly develop around the Nalanda school of art. The works be mostly inspire by various scenes from Indian mythology.,0
Modern history,https://en.wikipedia.org/wiki/Modern_history,"In 1912, the Republic of China was established and Sun Yat-sen was inaugurated in Nanjing as the first Provisional President. But power in Beijing already had passed to Yuan Shikai, who had effective control of the Beiyang Army, the most powerful military force in China at the time. To prevent civil war and possible foreign intervention from undermining the infant republic, leaders agreed to Army's demand that China be united under a Beijing government. On March 10, in Beijing, Shikai was sworn in as the second Provisional President of the Republic of China.",1
Education,https://en.wikipedia.org/wiki/History_of_education,"Ashurbanipal (685 – c. 627 BC), a king of the Neo-Assyrian Empire, was proud of his scribal education. His youthful scholarly pursuits included oil divination, mathematics, reading and writing as well as the usual horsemanship, hunting, chariotry, soldierliness, craftsmanship, and royal decorum. During his reign he collected cuneiform texts from all over Mesopotamia, and especially Babylonia, in the library in Nineveh, the first systematically organized library in the ancient Middle East,[12] which survives in part today.",1
Money,https://en.wikipedia.org/wiki/History_of_money,"In his book Debt: The First 5000 Years, anthropologist David Graeber argues against the suggestion that money was invented to replace barter. The problem with this version of history, he suggests, is the lack of any supporting evidence. His research indicates that ""gift economies"" were common, at least at the beginnings of the first agrarian societies, when humans used elaborate credit systems. Graeber proposes that money as a unit of account was invented the moment when the unquantifiable obligation ""I owe you one"" transformed into the quantifiable notion of ""I owe you one unit of something"". In this view, money emerged first as credit and only later acquired the functions of a medium of exchange and a store of value.[5][6]",1
Australia,https://en.wikipedia.org/wiki/History_of_Australia,"While the Gallipoli campaign be a total failure militarily and 8100 Australians die, its memory be all-important. Gallipoli transform the Australian mind and become an iconic element of the Australian identity and the founding moment of nationhood.[ 254] Australia's annual holiday to remember its war dead be hold on ANZAC Day, 25 April, each year, the date of the first landings at Gallipoli in 1915.[ 255] The choice of date be often mystify to non-Australians; it be after all, an allied invasion that end in military defeat. Bill Gammage have suggest that the choice of 25 April have always mean much to Australians because at Gallipoli, `` the great machines of modern war be few enough to allow ordinary citizens to show what they could do.'' In France, between 1916 and 1918, `` where almost seven times as many( Australians) die, ... the guns show cruelly, how little individuals matter. ``[ 256]",0
Scientific method,https://en.wikipedia.org/wiki/History_of_scientific_method,"William Stanley Jevons' The Principles of Science: a treatise on logic and scientific method( 1873, 1877) Chapter XII `` The Inductive or Inverse Method'', Summary of the Theory of Inductive Inference, state `` Thus there be but three steps in the process of induction:-",0
Australia,https://en.wikipedia.org/wiki/History_of_Australia,"However, there seem little doubt that there be great variation in levels of unemployment. Statistics collect by historian Peter Spearritt show 17.8 per cent of men and 7.9 per cent of women unemployed in 1933 in the comfortable Sydney suburb of Woollahra. In the working class suburb of Paddington, 41.3 per cent of men and 20.7 per cent of women be list as unemployed.[ 295] Geoffrey Spenceley argue that apart from variation between men and women, unemployment be also much higher in some industries, such as the building and construction industry, and comparatively low in the public administrative and professional sectors.[ 296] In country areas, worst hit be small farmers in the wheat belts as far afield as north-east Victoria and Western Australia, who saw more and more of their income absorb by interest payments.[ 297]",0
Chemistry,https://en.wikipedia.org/wiki/History_of_chemistry,"In the same year, the Miller–Urey experiment demonstrate that basic constituents of protein, simple amino acids, could themselves be build up from simpler molecules in a simulation of primordial processes on Earth. Though many questions remain about the true nature of the origin of life, this be the first attempt by chemists to study hypothetical processes in the laboratory under controlled conditions.[ citation need]",0
Ancient history,https://en.wikipedia.org/wiki/Ancient_history,"Migration of Germanic peoples to Britain from what is now northern Germany and southern Scandinavia is attested from the 5th century (e.g. Undley bracteate).[194] Based on Bede's Historia ecclesiastica gentis Anglorum, the intruding population is traditionally divided into Angles, Saxons, and Jutes, but their composition was likely less clear-cut and may also have included ancient Frisians and Franks. The Anglo-Saxon Chronicle contains text that may be the first recorded indications of the movement of these Germanic Tribes to Britain.[195] The Angles and Saxons and Jutes were noted to be a confederation in the Greek Geographia written by Ptolemy in around AD 150.",1
Film,https://en.wikipedia.org/wiki/History_of_film,"Italian companies also have a strong line in slapstick comedy, with actors like André Deed, know locally as `` Cretinetti'', and elsewhere as `` Foolshead'' and `` Gribouille'', achieve worldwide fame with his almost surrealistic gags.",0
Medicine,https://en.wikipedia.org/wiki/History_of_medicine,"English physician Thomas Percival (1740–1804) wrote a comprehensive system of medical conduct, Medical Ethics, or a Code of Institutes and Precepts, Adapted to the Professional Conduct of Physicians and Surgeons (1803) that set the standard for many textbooks.[83]",1
History of the Middle East,https://en.wikipedia.org/wiki/History_of_the_Middle_East,"The British also establish effective control of the Persian Gulf, and the French extend their influence into Lebanon and Syria. In 1912, the Italians seize Libya and the Dodecanese islands, just off the coast of the Ottoman heartland of Anatolia. The Ottomans turn to Germany to protect them from the western powers, but the result be increase financial and military dependence on Germany.",0
History of the Middle East,https://en.wikipedia.org/wiki/History_of_the_Middle_East,"Christian[ Western Europe] have stag a remarkable economic and demographic recovery in the 11th century since the nadir of its fortunes in the 7th century. The fragmentation of the Middle East allow joined forces, mainly from England, France and the emerge Holy Roman Empire to enter the region. In 1095, Pope Urban II have respond to pleas from the flag Byzantine Empire, summon the European aristocracy to recapture the Holy Land for Christianity, and in 1099 the knights of the First Crusade capture Jerusalem. They found the Kingdom of Jerusalem, which survive until 1187, when Saladin retake the city. Smaller crusader fiefdoms survive until 1291.",0
Australia,https://en.wikipedia.org/wiki/History_of_Australia,"The gold era lead to a long period of prosperity, sometimes call `` the long boom. ``[ 194] This be feed by British investment and the continued growth of the pastoral and mining industries, in addition to the growth of efficient transport by rail, river and sea. By 1891, the sheep population of Australia be estimate at 100 million. Gold production have decline since the 1850s, but in the same year be still worth £5.2 million.[ 195] Eventually the economic expansion end; the 1890s be a period of economic depression, felt most strongly in Victoria, and its capital Melbourne.",0
English,https://en.wikipedia.org/wiki/English_language,* Conventionally transcribed /r/.,1
Age of Discovery,https://en.wikipedia.org/wiki/Age_of_Discovery,"In 1543 three Portuguese traders accidentally become the first Westerners to reach and trade with Japan. According to Fernão Mendes Pinto, who claim to be in this journey, they arrive at Tanegashima, where the locals be impress by firearms that would be immediately make by the Japanese on a large scale.[ 114]",0
Theatre,https://en.wikipedia.org/wiki/History_of_theatre,"By the Early Middle Ages, churches in Europe began staging dramatized versions of particular biblical events on specific days of the year. These dramatizations were included in order to vivify annual celebrations.[34] Symbolic objects and actions – vestments, altars, censers, and pantomime performed by priests – recalled the events which Christian ritual celebrates. These were extensive sets of visual signs that could be used to communicate with a largely illiterate audience. These performances developed into liturgical dramas, the earliest of which is the Whom do you Seek (Quem-Quaeritis) Easter trope, dating from ca. 925.[34] Liturgical drama was sung responsively by two groups and did not involve actors impersonating characters. However, sometime between 965 and 975, Æthelwold of Winchester composed the Regularis Concordia (Monastic Agreement) which contains a playlet complete with directions for performance.[35]",1
Oceania,https://en.wikipedia.org/wiki/History_of_Oceania,"Modern archeology, anthropology and linguistic studies confirm widespread Tongan cultural influence range widely[ 16][ 17] through East'Uvea, Rotuma, Futuna, Samoa and Niue, parts of Micronesia( Kiribati, Pohnpei), Vanuatu, and New Caledonia and the Loyalty Islands,[ 18] and while some academics prefer the term `` maritime chiefdom'',[ 19] others argue that, while very different from examples elsewhere, ...'' empire'' be probably the most convenient term.[ 20]",0
Scientific method,https://en.wikipedia.org/wiki/History_of_scientific_method,"Attempts to systematize a scientific method be confront in the mid-18th century by the problem of induction, a positivist logic formulation which, in short, assert that nothing can be know with certainty except what be actually observe. David Hume take empiricism to the skeptical extreme; among his positions be that there be no logical necessity that the future should resemble the past, thus we be unable to justify inductive reason itself by appeal to its past success. Hume's arguments, of course, come on the heels of many, many centuries of excessive speculation upon excessive speculation not ground in empirical observation and test. Many of Hume's radically skeptical arguments be argue against, but not resolutely refute, by Immanuel Kant's Critique of Pure Reason in the late 18th century.[ 75] Hume's arguments continue to hold a strong lingering influence and certainly on the consciousness of the educated classes for the better part of the 19th century when the argument at the time become the focus on whether or not the inductive method be valid.",0
Medieval,https://en.wikipedia.org/wiki/Medieval_philosophy,"The 13th and early 14th centuries be generally regard as the high period of scholasticism. The early 13th century witness the culmination of the recovery of Greek philosophy. Schools of translation grow up in Italy and Sicily, and eventually in the rest of Europe. Scholars such as Adelard of Bath travel to Sicily and the Arab world, translate works on astronomy and mathematics, include the first complete translation of Euclid’s Elements.[ 9] Powerful Norman kings gather men of knowledge from Italy and other areas into their courts as a sign of their prestige.[ 10] William of Moerbeke's translations and editions of Greek philosophical texts in the middle half of the thirteenth century help in form a clearer picture of Greek philosophy, and in particular of Aristotle, than be give by the Arabic versions they have previously rely on, which have distort or obscure the relation between Platonic and Aristotelian systems of philosophy.[ 11] His work form the basis of the major commentaries that follow.",0
Age of Enlightenment,https://en.wikipedia.org/wiki/Age_of_Enlightenment,"The Enlightenment (also known as the Age of Enlightenment or the Age of Reason;[1] in French: le Siècle des Lumières, lit. 'the Century of Lights'; and in German: Aufklärung, 'Enlightenment')[2] was an intellectual movement which dominated the world of ideas in Europe in the 18th century. The Enlightenment included a range of ideas centered on reason as the primary source of authority and legitimacy, and came to advance ideals like liberty, progress, tolerance, fraternity, constitutional government, and separation of church and state.[3][4] In France, the central doctrines of les Lumières were individual liberty and religious tolerance in opposition to an absolute monarchy and the fixed dogmas of the Roman Catholic Church. The Enlightenment was marked by an emphasis on the scientific method and reductionism along with increased questioning of religious orthodoxy – an attitude captured by the phrase Sapere aude, ""Dare to know"".[5]",1
